SKU,productName,description,category,subcategory,pricelevel1,colorName,packing,size,image,otherImage,material,availableColours,
7380-01GA,Wags Walking Crossbody,"The Wags Walking Crossbody is the perfect accessory for walking your furry friend. This crossbody features a zippered main compartment, perfect for your phone and treats. The front zippered pocket includes a port for easy access to your waste bags. The side mesh pocket is perfect for a small umbrella. Added details like reflective accents and an adjustable shoulder strap make this crossbody ready for your next walk.",OUTDOOR & LEISURE,Sports & Fitness,16.13,Grey,,177.8mm H X 139.7mm W X 76.2mm D,7380-01GA_202057154316422.jpg,,600d PolyCanvas,Graphite,
HL-105BK,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Black,Bulk Packed,235 x 235 mm,HL-105_2019129105235.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105BL,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Blue,Bulk Packed,235 x 235 mm,HL-105_2019129105624.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105BU,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Red,Bulk Packed,235 x 235 mm,HL-105_2019129105528.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105GR,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Green,Bulk Packed,235 x 235 mm,HL-105_2019129105721.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105LM,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Green,Bulk Packed,235 x 235 mm,HL-105_201912910227.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105NGR,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Green,Bulk Packed,235 x 235 mm,HL-105_2019129102450.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105NOR,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Orange,Bulk Packed,235 x 235 mm,HL-105_2019129102556.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105NPK,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Pink,Bulk Packed,235 x 235 mm,HL-105_2019129102139.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105NY,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Blue,Bulk Packed,235 x 235 mm,HL-105_2019129102732.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105OR,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Orange,Bulk Packed,235 x 235 mm,HL-105_2019129105338.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105PP,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Purple,Bulk Packed,235 x 235 mm,HL-105_201912910219.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105RD,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Red,Bulk Packed,235 x 235 mm,HL-105_2019129105432.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105TEAL,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,Blue,Bulk Packed,235 x 235 mm,HL-105_2019129102335.jpg,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
HL-105WH,9-1/4 inch Flyer,"9-1/4 inch solid color plastic flyer lets your message soar. Flyer also available in translucent colors, see item HL-90. Made of premium materials  Made in USA.",OUTDOOR & LEISURE,Sports & Fitness,3.1,White,Bulk Packed,235 x 235 mm,,"HL-105BL_D.jpeg,HL-105BU_D.jpeg,HL-105GR_D.jpeg,HL-105LM_D.jpeg,HL-105NGR_D.jpeg,HL-105NOR_D.jpeg,HL-105NPK_D.jpeg,HL-105NY_D.jpeg,HL-105OR_D.jpeg,HL-105PP_D.jpeg,HL-105RD_D.jpeg,HL-105TEAL_D.jpeg,HL-105WH_D.jpeg,HL-105YW_D.jpeg,",Low-Density Polyethylene (LDPE),"Black,Blue,Burgundy,Green,Lime Green,Navy Blue,Neon Green,Neon Orange,Neon Pink,Orange,Purple,Red,Teal,White,Yellow",
